TRUE,M5,M2,M1,M3,M4,Domain
0,0.04155,0.0823,0.19268528,0.120211168,0.156359696,meituan
0,0.04155,0.0158,0.09036854,0.085981124,0.064367978,aliimg
0,0.0415,0.0989,0.005259931,0.011555959,0.022281952,amazon
0,0.0415,0.0166,0.008747727,0.016368636,0.022683409,ebayrtm
0,0.04145,0.2566,0.12723175,0.09305905,0.101392225,taobaocdn
0,0.0414,0.0136,0.14423975,0.10778385,0.109877825,viposs
0,0.0414,0.1653,0.08958778,0.077152668,0.070001446,meituan
0,0.04135,0.253,0.008179992,0.033267995,0.009265994,carrefourvip
1,0.04135,0.0183,0.090140015,0.076884009,0.070808011,taobaocdn
0,0.04135,0.0343,0.009582192,0.034669315,0.009827534,vmall
0,0.04135,0.0283,0.016772568,0.033303541,0.019120798,atobo
0,0.04135,0.253,0.13888702,0.089092212,0.117710914,alibaba
0,0.04135,0.1653,0.12740567,0.093243402,0.101393969,taobaocdn
0,0.04135,0.0229,0.006477535,0.014526521,0.021364275,feidee
0,0.04135,0.0183,0.010451168,0.032470701,0.012475818,taobao
0,0.0413,0.3516,0.009595543,0.031957326,0.01184688,yihaodianimg
0,0.0413,0.0166,0.09641701,0.073370206,0.080631907,huiv
0,0.04125,0.0257,0.008754343,0.005692606,0.03054804,vip
0,0.04125,0.028,0.008157939,0.034734763,0.008080557,vizury
0,0.04115,0.0343,0.19301265,0.12304759,0.154368855,onlinedown
0,0.04115,0.0587,0.20448968,0.137333808,0.156852776,yihaodianimg
0,0.04115,0.0161,0.09082842,0.084137052,0.066039894,alimama
0,0.0411,0.0343,0.15944374,0.100706244,0.132490618,12fou
0,0.0411,0.0587,0.1124455,0.0978673,0.08057185,tmall
0,0.0411,0.0989,0.009035915,0.018261549,0.021355141,jdcf99
0,0.0411,0.0221,0.005093217,0.00997593,0.023035252,ksmobile
0,0.04105,0.0575,0.008855671,0.021193403,0.01891897,alimama
0,0.04105,0.0989,0.14826173,0.096237038,0.122953211,blizzard
0,0.04105,0.0823,0.007242739,0.014105643,0.022379917,vmall
0,0.041,0.0283,0.17064884,0.124269304,0.127644188,ymvip5010
0,0.041,0.0592,0.091193676,0.068196206,0.078325573,aliimg
0,0.041,0.0123,0.008783281,0.034909969,0.008518297,suning
0,0.041,0.0166,0.37786984,0.251041904,0.270868888,alimama
0,0.041,0.0823,0.095238656,0.080223194,0.073957059,crc03
0,0.041,0.2566,0.14087263,0.112363578,0.102330841,lemall
0,0.041,0.0292,0.14826173,0.108677038,0.113593211,hc360
0,0.04095,0.0403,0.014423937,0.023054362,0.023866756,lemall
0,0.04095,0.0403,0.13888702,0.086212212,0.119630914,alimama
0,0.04095,0.0343,0.18831447,0.132428682,0.141810129,blizzard
0,0.0409,0.0343,0.006870031,0.007842019,0.026559022,aliexpress
0,0.0409,0.0257,0.008304507,0.016622704,0.021623155,ocj
0,0.04085,0.0403,0.25431064,0.183066384,0.179667448,suning
0,0.04085,0.2566,0.1438275,0.1002565,0.11471925,transrush
0,0.04085,0.0257,0.009995222,0.009597133,0.028806655,atobo
0,0.04085,0.0587,0.13319075,0.08999445,0.110183525,alimama
0,0.0408,0.0222,0.014000714,0.028640428,0.0191005,feidee
0,0.04075,0.1193,0.012094557,0.025216734,0.01944619,onlinedown
0,0.04075,0.0229,0.2260805,0.1497283,0.17214635,vizury
0,0.0407,0.0989,0.006536603,0.009321962,0.024945622,tbcdn
0,0.0407,0.0241,0.014042467,0.02230548,0.023839727,njdapaidang
0,0.0407,0.0343,0.0968228,0.05925368,0.09132596,yunos
0,0.04065,0.0989,0.007123083,0.01167385,0.023826158,suning
1,0.0406,0.0587,0.40618852,0.256993112,0.298731964,meituan
0,0.0406,0.032,0.005259931,0.006835959,0.025281952,mallog
0,0.0406,0.0283,0.12063354,0.104180124,0.084953478,ikea
0,0.04055,0.0575,0.25316978,0.175581868,0.183788846,mi
0,0.04055,0.0587,0.12792909,0.097117454,0.098610363,meituan
0,0.04055,0.1193,0.006220073,0.013092044,0.021664051,vmall
0,0.04055,0.0587,0.007743031,0.016125819,0.021140122,360buyimg
0,0.04055,0.032,0.18044183,0.123905098,0.138909281,vip
0,0.04055,0.0194,0.13167843,0.085887058,0.111344901,taobaocdn
0,0.04055,0.1088,0.15458179,0.097709074,0.128817253,meituan
0,0.0405,0.0575,0.0874829,0.05380974,0.08454803,yhd
0,0.0405,0.0587,0.00845173,0.007791038,0.028176211,etao
0,0.0405,0.0403,0.005178988,0.017867393,0.016855292,vip
0,0.0405,0.0257,0.14600232,0.105521392,0.113061624,meituan
0,0.0405,0.0592,0.082955986,0.055213592,0.07828919,csai
0,0.0405,0.0823,0.009058982,0.015035389,0.023441287,vip
0,0.0405,0.0229,0.007514328,0.023388597,0.01540003,yihaodianimg
0,0.0405,0.032,0.13878164,0.107348984,0.103387148,vmall
1,0.04045,0.0213,0.22877023,0.157302138,0.169379161,jdcf99
0,0.04045,0.0229,0.00990954,0.032105724,0.011586678,suning
0,0.04045,0.0102,0.19517413,0.143744478,0.140911891,alibaba
1,0.0404,0.0343,0.013454288,0.019992573,0.024718002,alibaba
0,0.0404,0.253,0.004736215,0.026281729,0.009975351,meituan
0,0.0404,0.0343,0.0944615,0.0593969,0.08832305,alibaba
0,0.0404,0.0221,0.013270497,0.031602298,0.015799348,ikea
0,0.04035,0.0592,0.0968228,0.06009368,0.09048596,alimama
0,0.04035,0.0166,0.010451168,0.016670701,0.023725818,huiqituan
0,0.04035,0.0177,0.14390585,0.11206351,0.105654095,jd
0,0.04035,0.0587,0.005610555,0.017406333,0.017607389,yhd
0,0.04035,0.012,0.007967174,0.016820304,0.020757022,tbcdn
0,0.0403,0.1653,0.006293565,0.029016139,0.009655496,vip
0,0.0403,0.0106,0.17874858,0.108729148,0.148194006,vip
1,0.04025,0.0575,0.009518802,0.014751281,0.024033161,suning
0,0.04025,0.0592,0.008248836,0.009269302,0.026684185,mi
0,0.04025,0.0283,0.008717626,0.027230576,0.013752338,wmapi
0,0.04025,0.0354,0.25431064,0.181306384,0.180627448,tbcdn
0,0.0402,0.0275,0.09513703,0.067002218,0.083275921,360buyimg
0,0.0402,0.253,0.15977126,0.108462756,0.126509882,dangdang
0,0.0402,0.0343,0.2189514,0.14697084,0.16568598,yhd
0,0.0402,0.1193,0.18031225,0.11682735,0.143858575,suning
0,0.0402,0.1653,0.096686274,0.081371764,0.074280392,feidee
0,0.04015,0.0166,0.00960502,0.022843012,0.018003514,alimama
0,0.04015,0.0823,0.00838995,0.00523397,0.029812965,taobaocdn
0,0.0401,0.0592,0.08318776,0.060832656,0.074101432,feidee
0,0.0401,0.0159,0.009305418,0.034863251,0.008613793,huiqituan
0,0.0401,0.0592,0.15089107,0.094134642,0.126983749,dmm
0,0.0401,0.0165,0.15803948,0.106743688,0.125747636,ymvip1004
0,0.04005,0.3764,0.09492993,0.073237958,0.078270951,yihaodianimg
0,0.04005,0.1653,0.09751895,0.08395137,0.073213265,360buyimg
0,0.04,0.0194,0.009899855,0.014059913,0.024839899,suning
0,0.04,0.0823,0.012816995,0.008650197,0.032251897,wjumei
0,0.03995,0.0575,0.1417712,0.08870272,0.12047984,ocj
0,0.03995,0.0592,0.1505161,0.09422966,0.12639127,lemall
0,0.03995,0.0165,0.009591252,0.009274751,0.028043876,taobaocdn
0,0.03995,0.0222,0.16569862,0.106499172,0.134649034,amazon
0,0.03995,0.0823,0.002792686,0.008275612,0.02097488,gome
0,0.03995,0.0592,0.25554192,0.178845152,0.183709344,amazon
0,0.03995,0.0194,0.008797616,0.01175857,0.025268331,suning
0,0.0399,0.0166,0.010802954,0.032481772,0.012002068,mallog
0,0.0399,0.0257,0.18987325,0.11696395,0.154571275,jd
0,0.0399,0.0136,0.092365265,0.076059159,0.073115686,suning
0,0.03985,0.0157,0.007694721,0.007496833,0.027136305,360buyimg
0,0.03985,0.0166,0.002425432,0.010295259,0.018977802,yihaodianimg
0,0.0398,0.0343,0.011730462,0.019478277,0.022761323,vmall
0,0.0398,0.032,0.1477491,0.10064946,0.11830437,images-amazon
0,0.0398,0.0257,0.11397368,0.069064208,0.103151576,jumei
0,0.03975,0.0989,0.17447472,0.132204832,0.125342304,yihaodianimg
0,0.03975,0.1193,0.14588219,0.098569314,0.117687533,yihaodianimg
0,0.0397,0.0166,0.4435906,0.26811436,0.33286342,wmapi
0,0.0397,0.0124,0.176586,0.1232316,0.1344702,feidee
0,0.0397,0.1193,0.08805859,0.056315154,0.082851013,huiv
0,0.03965,0.1193,0.0949122,0.06078732,0.08734854,airchina
0,0.0396,0.2566,0.14392295,0.10979377,0.106926065,taobaocdn
0,0.0396,0.0158,0.1154564,0.09867384,0.08252948,meituan
1,0.03955,0.253,0.09515026,0.069650156,0.080915182,buyinball
0,0.03955,0.1193,0.005894035,0.006936421,0.025305825,yunos
0,0.03955,0.0275,0.0946092,0.06824552,0.08134644,airchina
0,0.03955,0.0592,0.009495825,0.012337495,0.025397078,taobao
0,0.03955,0.025,0.099933475,0.073800085,0.083303433,ee-vip
0,0.03955,0.0166,0.16442147,0.110852882,0.129675029,vmall
0,0.03955,0.0177,0.2189514,0.15105084,0.16223598,yhd
0,0.03955,0.1193,0.006328195,0.007236917,0.025579737,onlinedown
1,0.0395,0.0575,0.1503157,0.09874942,0.12250099,ebaystatic
0,0.03945,0.0157,0.14920816,0.111124896,0.111915712,ocj
0,0.03945,0.0257,0.08764979,0.074189874,0.068824853,xx00mm1
0,0.03935,0.0166,0.007504046,0.010702428,0.024212832,babytree
0,0.03935,0.0292,0.18517596,0.129425576,0.139493172,tmall
0,0.0393,0.0257,0.1477491,0.10756946,0.11281437,bookmall
0,0.03925,0.016,0.009305418,0.022823251,0.017133793,airchina
0,0.03925,0.1653,0.23457122,0.160942732,0.172599854,alibaba
1,0.0392,0.0194,0.14694348,0.091046088,0.124220436,taobaocdn
0,0.0392,0.1653,0.09802914,0.082817484,0.074140398,mituannet
0,0.0392,0.0253,0.01480785,0.03756471,0.012375495,xmjdwl
0,0.03915,0.0177,0.009457827,0.034794696,0.008270479,alibaba
0,0.0391,0.0229,0.21331316,0.148467896,0.157419212,aliimg
0,0.0391,0.1653,0.009990007,0.034434004,0.009123005,ebay
0,0.03905,0.0177,0.007913888,0.030148333,0.009919722,alibaba
0,0.039,0.1088,0.1299929,0.08879574,0.10629503,taobao
0,0.039,0.0283,0.11528507,0.081011042,0.095219549,mituannet
0,0.039,0.0234,0.14145169,0.092911014,0.116386183,suning
0,0.039,0.0257,0.08899155,0.07271493,0.071204085,alimama
0,0.039,0.0587,0.10994014,0.073044084,0.095048098,taobaocdn
1,0.03895,0.3516,0.09636867,0.086461202,0.069348069,blizzard
0,0.03895,0.0107,0.13888702,0.109092212,0.101270914,viphema
0,0.03895,0.3516,0.21066508,0.144519048,0.157245556,egou
0,0.03895,0.0194,0.102464765,0.065878859,0.091795336,rong360
0,0.0389,0.0177,0.13455254,0.096411524,0.105766778,feidee
0,0.0389,0.0159,0.08958778,0.062672668,0.079361446,images-amazon
0,0.0389,0.0403,0.14159393,0.101156358,0.110305751,aliimg
0,0.0389,0.0283,0.1698448,0.12114688,0.12780136,vip
0,0.0389,0.3764,0.17363834,0.126063004,0.128476838,huiqituan
0,0.03885,0.1088,0.102081686,0.071169012,0.08732718,ksmobile
0,0.03885,0.0403,0.00495106,0.019090636,0.014685742,steampowered
0,0.03885,0.0382,0.107417345,0.070770407,0.093762142,etao
0,0.03885,0.0823,0.003896862,0.019658117,0.013047803,ksmobile
0,0.03885,0.0823,0.2260805,0.1528883,0.16863635,aliimg
1,0.0388,0.0592,0.00838995,0.02191397,0.016492965,vizury
0,0.0388,0.1088,0.014273375,0.016764025,0.027121363,dangdang
0,0.0388,0.011,0.17997372,0.124024232,0.137231604,xmjdwl
0,0.0388,0.3516,0.09189418,0.074896508,0.072785926,ksmobile
0,0.0388,0.0823,0.18839872,0.137119232,0.137099104,ksmobile
0,0.03875,0.0283,0.18951169,0.140347014,0.135928183,blizzard
0,0.03875,0.0221,0.008149833,0.0114099,0.024064883,vmall
0,0.03875,0.253,0.119855076,0.088513046,0.094698553,ymvip2004
0,0.0387,0.0587,0.110003114,0.071801868,0.09587218,walmart
0,0.03865,0.0343,0.11350602,0.074663612,0.097724214,aliimg
0,0.03865,0.0104,0.17630884,0.111625304,0.142226188,huiqituan
0,0.0386,0.0343,0.11226398,0.080958388,0.091544786,yhd
0,0.0386,0.0166,0.009257823,0.029274694,0.011850476,tbcdn
0,0.03855,0.1088,0.20448968,0.130933808,0.160092776,xplxpt
0,0.03855,0.1193,0.008576661,0.026985997,0.012753663,360buyimg
0,0.03855,0.0989,0.007780373,0.013188224,0.022186261,lemall
0,0.0385,0.0823,0.15220335,0.10608201,0.118572345,ksmobile
0,0.03845,0.2566,0.18136981,0.113501886,0.146518867,yihaodianimg
0,0.03845,0.032,0.008761704,0.016617022,0.020683193,tbcdn
0,0.03845,0.253,0.12792909,0.105757454,0.090870363,meituan
0,0.03845,0.0587,0.008466989,0.014440193,0.021976892,amazon
0,0.03835,0.0403,0.006195426,0.008437256,0.023806798,groupon
0,0.0383,0.0575,0.09014544,0.069327264,0.074651808,babytree
0,0.0383,0.0138,0.008660317,0.01183619,0.024062222,blizzard
0,0.0383,0.0229,0.10366273,0.069757638,0.089873911,kindlymall
0,0.0383,0.0213,0.098771006,0.077702604,0.078289704,amazon
0,0.0382,0.253,0.013631076,0.025378646,0.019561753,jd
0,0.0382,0.0283,0.009117156,0.031950294,0.009442009,hl
0,0.0382,0.0592,0.009942114,0.009045268,0.02756948,huiqituan
0,0.0382,0.0989,0.009578437,0.008587062,0.027494906,suning
0,0.0382,0.0234,0.1417712,0.08734272,0.12044984,yhd
0,0.0382,0.0257,0.18517596,0.119305576,0.146393172,vsco
1,0.03815,0.0575,0.17997372,0.120624232,0.139391604,kindlymall
0,0.03815,0.0592,0.00600487,0.005042922,0.026013409,huiqituan
0,0.03815,0.0823,0.15954924,0.107809544,0.125514468,alimama
0,0.03815,0.1653,0.16563565,0.11210139,0.129294955,huiqituan
0,0.03815,0.0592,0.1698448,0.11202688,0.13419136,onlinedown
0,0.0381,0.0587,0.008639365,0.012583619,0.023357556,jd
0,0.03805,0.0403,0.009928197,0.025356918,0.015229738,jumei
0,0.03805,0.0229,0.003895372,0.015657223,0.01556676,ocj
0,0.03805,0.0292,0.014430702,0.022698421,0.022401491,hc360
0,0.03805,0.253,0.09376511,0.081699066,0.069385577,yihaodianimg
0,0.03805,0.0213,0.011292338,0.030855403,0.012674637,taobaocdn
0,0.03805,0.0989,0.093625784,0.06889547,0.078828049,jinshavip222
0,0.038,0.0592,0.09333563,0.071721378,0.076344941,suning
0,0.038,0.0319,0.007625729,0.019415437,0.01700801,airchina
0,0.038,0.0343,0.007161468,0.015976881,0.019053028,vip
0,0.038,0.0166,0.00779894,0.028439364,0.010439258,taobaocdn
0,0.03795,0.0575,0.10365081,0.064310486,0.093735567,gameloft
0,0.03795,0.0592,0.011368483,0.00986109,0.028447938,mi
0,0.03795,0.0989,0.014192283,0.02963537,0.016864598,tbcdn
1,0.0379,0.0592,0.22746369,0.158078214,0.165764583,taobaocdn
0,0.0379,0.0587,0.15253034,0.109118204,0.116311238,taobaocdn
0,0.0379,0.0343,0.016621083,0.02397265,0.023874758,meituan
0,0.0379,0.0587,0.007020742,0.020572445,0.015384519,mi
0,0.0379,0.253,0.113575876,0.089585526,0.086163113,yueus
0,0.03785,0.0403,0.08804685,0.07030811,0.071232795,vmall
0,0.03785,0.0354,0.098053545,0.066512127,0.085587482,groupon
0,0.0378,0.0823,0.2320903,0.14217418,0.18295321,74rz
0,0.0378,0.0194,0.006711721,0.016267033,0.018198205,u17
0,0.0378,0.0194,0.2032491,0.13754946,0.15325437,vip
0,0.03775,0.0118,0.09700483,0.075482898,0.077593381,vip
0,0.03775,0.2566,0.008797616,0.01371857,0.022478331,aliimg
0,0.03775,0.0343,0.005711705,0.024187023,0.011078194,yhd
0,0.03775,0.0592,0.09258619,0.058071714,0.085570333,ksmobile
0,0.0377,0.0575,0.2260805,0.1562883,0.16539635,babytree
0,0.0377,0.0575,0.007536084,0.02768165,0.010525259,xbike
0,0.0377,0.0315,0.029236287,0.039701772,0.026465401,ymvip2002
0,0.0377,0.3516,0.007751435,0.030930861,0.008336005,suning
0,0.0377,0.0292,0.0066576,0.01415456,0.01966032,hbysvip
0,0.03765,0.0166,0.14333802,0.106042812,0.107896614,yihaodianimg
0,0.03765,0.0283,0.089776754,0.070666052,0.072833728,huayingtuan
0,0.03765,0.0213,0.2739359,0.18064154,0.20213513,suning
0,0.03765,0.0592,0.15908915,0.10005349,0.130502405,mysoft
0,0.0376,0.0343,0.101685375,0.073331225,0.084499763,hl
0,0.0376,0.0166,0.24180958,0.154285748,0.184926706,mi
0,0.0376,0.0159,0.010500014,0.032180008,0.01050001,taobaocdn
0,0.0376,0.0592,0.12099409,0.074476454,0.105845863,360buyimg
0,0.03755,0.0403,0.13383225,0.09369935,0.106162575,kuailevip
0,0.03755,0.0575,0.1011354,0.08552124,0.07469478,ksmobile
0,0.03755,0.3764,0.14659315,0.10275589,0.114045205,smaier
0,0.0375,0.0575,0.0035716,0.03130296,0.00313012,mallog
0,0.0375,0.0283,0.104201615,0.090520969,0.074441131,meituan
0,0.0375,0.0587,0.16536066,0.106616396,0.132702462,alimama
0,0.0375,0.0276,0.00828746,0.033252476,0.007091222,vip
0,0.03745,0.0575,0.1054554,0.09063324,0.07576878,alimama
0,0.03745,0.0283,0.13325188,0.096831128,0.103086316,tbcdn
0,0.03745,0.0823,0.096350044,0.064610026,0.084815031,tbcdn
0,0.03745,0.0343,0.09515026,0.069130156,0.080045182,babytree
0,0.03745,0.0823,0.004538804,0.020523282,0.012297163,baconbuy
1,0.0374,0.0575,0.010451168,0.014950701,0.023245818,aliimg
0,0.0374,0.032,0.15069813,0.095938878,0.123788691,suning
0,0.0374,0.1193,0.13415611,0.094733666,0.105669277,taobaocdn
0,0.0374,0.011,0.005170167,0.0043821,0.025099117,aliimg
0,0.0374,0.0343,0.08746728,0.079920368,0.063087096,12fou
0,0.03735,0.0166,0.006472945,0.023403767,0.012301062,blizzard
0,0.0373,0.0146,0.008589029,0.034513417,0.00637232,ksmobile
0,0.0373,0.0575,0.007161498,0.014656899,0.019623049,360buyimg
0,0.0373,0.0343,0.16442147,0.113772882,0.126135029,tmall
0,0.03725,0.1193,0.16762474,0.116334844,0.127867318,juancdn
0,0.03725,0.1088,0.006474018,0.027924411,0.008851813,viphema
0,0.03725,0.0823,0.22397575,0.14566545,0.170673025,tmall
0,0.03715,0.0229,0.006488502,0.018613101,0.015791951,taobao
0,0.03715,0.0257,0.009966373,0.010139824,0.026146461,vizury
0,0.03715,0.1193,0.005170167,0.0046221,0.024769117,alimama
0,0.03705,0.0343,0.090566725,0.080500035,0.066006708,huiqituan
0,0.03705,0.0587,0.00889191,0.017095146,0.019634337,vmall
0,0.03705,0.0166,0.002792686,0.018515612,0.01155488,api
0,0.037,0.0273,0.095238656,0.074103194,0.076147059,vmall
0,0.037,0.0283,0.0948509,0.06127054,0.08532563,yunos
0,0.037,0.0592,0.006507814,0.015584688,0.01799547,diytrade
0,0.037,0.0823,0.005894035,0.013736421,0.018675825,surex
0,0.03695,0.0592,0.09932932,0.061997592,0.089900524,hnssyhbkj
0,0.03695,0.0214,0.009582192,0.025749315,0.013877534,jinshavip444
0,0.03695,0.0823,0.005521923,0.030273154,0.005815346,okaybuy
1,0.03695,0.2566,0.09098786,0.062392716,0.080011502,fonts
0,0.03695,0.0229,0.013544053,0.023806432,0.019890837,mi
0,0.03695,0.0121,0.13231894,0.094071364,0.103783258,taobaocdn
0,0.03695,0.3516,0.005295664,0.023057398,0.010966965,images-amazon
0,0.03695,0.0229,0.1630246,0.11025476,0.12695722,feidee
0,0.0369,0.2566,0.11597833,0.075106998,0.099184831,suning
0,0.0369,0.0823,0.12723175,0.07841905,0.109642225,mi
0,0.03685,0.1088,0.006265909,0.006639545,0.024336136,feidee
0,0.03685,0.0575,0.013156444,0.034413866,0.011429511,hbysvip
0,0.03685,0.0587,0.11677638,0.077425828,0.098333466,vip
0,0.03685,0.0823,0.010362655,0.016417593,0.021713859,wmlog
0,0.0368,0.0229,0.11400887,0.077885322,0.094776209,360buyimg
0,0.0368,0.0592,0.105858624,0.069115174,0.091981037,tmall
0,0.0368,0.0241,0.006434947,0.021460968,0.013384463,gome
0,0.0368,0.0108,0.2631293,0.16135758,0.20366051,jd
1,0.03675,0.0592,0.1505161,0.09970966,0.12036127,360buyimg
0,0.03675,0.0257,0.009995222,0.024837133,0.014916655,yhd
0,0.03675,0.1088,0.006475478,0.029725287,0.007202835,mi
0,0.03675,0.1088,0.13530964,0.085905784,0.113226748,surex
0,0.03675,0.0221,0.08190486,0.074902916,0.060063402,suning
0,0.0367,0.253,0.2190918,0.15841508,0.15516426,sasa
0,0.0367,0.0587,0.104813516,0.06800811,0.091549461,ksmobile
0,0.0367,0.2566,0.011678249,0.018566949,0.021524774,mallog
0,0.0367,0.0403,0.007020742,0.021652445,0.013854519,kindlymall
0,0.0367,0.0403,0.16114283,0.119045698,0.118049981,tbcdn
0,0.0367,0.0277,0.008958727,0.026095236,0.012751109,vmall
0,0.0367,0.0823,0.095802486,0.073561492,0.07702174,suning
0,0.03665,0.0157,0.008120388,0.028872233,0.009674272,suning
0,0.03665,0.0403,0.1427863,0.09227178,0.11699041,feidee
0,0.03665,0.0257,0.006265909,0.024479545,0.010836136,wjumei
0,0.03665,0.0592,0.09700483,0.064562898,0.085123381,ksmobile
0,0.03665,0.0592,0.021506608,0.015463965,0.035124626,taobao
0,0.03665,0.0123,0.15977126,0.122662756,0.113729882,ebuy
0,0.03665,0.0403,0.010636747,0.009822048,0.026855723,ksmobile
0,0.03665,0.0823,0.24579695,0.17611817,0.172567865,suning
0,0.0366,0.033,0.08795357,0.061172142,0.077227499,360buyimg
0,0.0366,0.0575,0.17819321,0.121435926,0.135805247,alibaba
0,0.0366,0.0403,0.010791034,0.02987462,0.011963724,tbcdn
0,0.0366,0.025,0.006774783,0.00806487,0.023702348,images-amazon
0,0.0366,0.0118,0.010442972,0.020745783,0.01841008,ksmobile
0,0.0366,0.0256,0.010362655,0.034297593,0.008153859,fkwjdf
0,0.03655,0.0166,0.011630565,0.018178339,0.021671396,suning
0,0.03655,0.253,0.006536424,0.026961854,0.009225497,blizzard
0,0.03655,0.0183,0.15045539,0.110833234,0.111828773,taobao
0,0.03655,0.0989,0.012727231,0.024996339,0.017819062,aliimg
0,0.0365,0.0221,0.11662328,0.081893968,0.094596296,suning
0,0.0365,0.1193,0.012553155,0.015931893,0.024387209,mallog
0,0.03645,0.0183,0.008639365,0.028263619,0.010607556,airchina
0,0.03645,0.025,0.009873718,0.027964231,0.012251603,mi
0,0.03645,0.1653,0.25288868,0.167453208,0.187102076,xianhua
0,0.0364,0.0587,0.1265099,0.08782594,0.10145693,meituan
0,0.0364,0.0177,0.15069813,0.106058878,0.115598691,tmall
0,0.03635,0.0166,0.092000455,0.069440273,0.075530319,crc03
0,0.03635,0.0229,0.007713884,0.01846833,0.016829719,mi
0,0.03635,0.0823,0.017955035,0.028413021,0.021148525,yihaodianimg
0,0.0363,0.0136,0.14665759,0.108194554,0.109290313,atobo
0,0.0363,0.0592,0.14062658,0.094655948,0.112508606,vmall
0,0.0363,0.0587,0.24779573,0.158757438,0.187677011,yhd
0,0.0363,0.0257,0.008149833,0.0289299,0.009454883,babytree
0,0.0363,0.0343,0.007510632,0.025866379,0.011017442,tmall
0,0.03625,0.2566,0.017241985,0.024665191,0.02307939,xmjdwl
0,0.03625,0.0587,0.1610435,0.1025461,0.13004045,aliimg
0,0.03625,0.0146,0.007477641,0.032606585,0.005894349,yunos
0,0.03625,0.253,0.007997304,0.030558382,0.008028113,hc360
0,0.03625,0.0403,0.014587104,0.028872262,0.016870973,vmall
0,0.0362,0.0214,0.00889191,0.024255146,0.013754337,ddvip
0,0.0362,0.0343,0.015948355,0.032489013,0.015693849,yueus
0,0.0362,0.0823,0.16762474,0.115334844,0.127987318,taobaocdn
0,0.0362,0.0587,0.11400887,0.092605322,0.083376209,feidee
0,0.03615,0.0105,0.006558716,0.02737523,0.008701101,etao
0,0.03615,0.1653,0.010682404,0.029489442,0.011857683,jd
0,0.03615,0.0823,0.14147422,0.091804532,0.115531954,mi
1,0.0361,0.0138,0.13850713,0.087104278,0.115614991,aliimg
0,0.0361,0.0281,0.3532667,0.23888002,0.24875669,ksmobile
0,0.0361,0.0575,0.005830705,0.017738423,0.015061494,vmall
0,0.0361,0.0403,0.006465554,0.016839332,0.016465888,feidee
0,0.0361,0.3516,0.401587,0.2631522,0.2861209,aliimg
0,0.0361,0.3764,0.19801152,0.139806912,0.144518064,etao
0,0.03605,0.0275,0.014042467,0.02474548,0.019219727,aliimg
0,0.036,0.0229,0.096350044,0.071130026,0.079055031,vip
0,0.036,0.0343,0.13068718,0.102292308,0.095171026,dmm
0,0.03595,0.2566,0.19831607,0.135189642,0.148241249,taobaocdn
0,0.03595,0.0229,0.012816995,0.023090197,0.018991897,vmall
0,0.03595,0.0575,0.006899238,0.019659543,0.014759467,aliimg
0,0.03585,0.0575,0.098831385,0.069738831,0.08286197,yunos
0,0.03585,0.0403,0.17769241,0.125775446,0.131524687,74rz
0,0.03585,0.0587,0.14062658,0.109215948,0.101318606,tbcdn
0,0.03585,0.2566,0.009237409,0.026622445,0.012166186,images-amazon
0,0.03585,0.1653,0.010489404,0.013173642,0.023692583,vip
0,0.0358,0.1653,0.004235357,0.027741214,0.00554475,yhd
0,0.0358,0.0823,0.07939875,0.06335925,0.065269125,liangyi120
0,0.0358,0.0823,0.005530357,0.014558214,0.01692125,transrush
0,0.0358,0.0403,0.14920816,0.115724896,0.106275712,alibaba
0,0.03575,0.0138,0.008179992,0.009547995,0.023695994,images-amazon
0,0.03575,0.1653,0.27032703,0.185756218,0.193008921,yihaodianimg
0,0.03575,0.0158,0.010719717,0.03187183,0.009873802,egou
0,0.03575,0.0271,0.00606218,0.021117308,0.012583526,taobaocdn
0,0.03575,0.0343,0.021506608,0.030503965,0.023304626,taobaocdn
0,0.0357,0.0281,0.006566167,0.0120197,0.019956317,tbcdn
0,0.0357,0.0257,0.09014392,0.067046352,0.074800744,huayingtuan
0,0.0357,0.0146,0.17804211,0.134705266,0.125139477,mituannet
1,0.03565,0.0275,0.15785563,0.111593378,0.119228941,ocj
0,0.03565,0.0343,0.014430702,0.016778421,0.025401491,xmjdwl
0,0.03565,0.0138,0.12596893,0.086021358,0.101738251,mi
0,0.03565,0.0257,0.00624159,0.011864954,0.019669113,360buyimg
0,0.03565,0.0214,0.092365265,0.073979159,0.072125686,suning
0,0.03565,0.0165,0.006292641,0.005975585,0.024144849,onlinedown
0,0.03565,0.0183,0.12483373,0.097300238,0.091973611,njdapaidang
0,0.03565,0.0123,0.005255163,0.028953098,0.005718614,weizhuanji
0,0.03565,0.0222,0.14104754,0.110708524,0.100563278,suning
0,0.03565,0.0575,0.004404634,0.00392278,0.023513244,u17
0,0.0356,0.0592,0.1599839,0.10967034,0.12308873,alibaba
0,0.0356,0.0343,0.09539634,0.065037804,0.082287438,xmjdwl
0,0.0356,0.0592,0.006998837,0.004199302,0.026259186,vmall
0,0.03555,0.3764,0.09003854,0.082263124,0.063176978,jd
0,0.0355,0.0403,0.004695654,0.017057392,0.013906958,ikea
0,0.03545,0.0403,0.2032491,0.14290946,0.14782437,tbcdn
0,0.03545,0.0587,0.005093217,0.02073593,0.011575252,suning
1,0.03545,0.0403,0.122460395,0.096396237,0.089802277,alimama
0,0.03545,0.0138,0.14883652,0.092141912,0.123325564,ksmobile
